,node,eign,closeness,betwness,centrality,community,density
72,72,7.321880694397925e-07,0.26149462504856885,1.8125106130858043e-06,24,0,0.04566188121188841
242,242,5.95378201549165e-07,0.26149462504856885,3.4113860859848286e-06,24,0,0.04566188121188841
249,249,7.449774134612844e-07,0.26149462504856885,3.218483170457865e-06,24,0,0.04566188121188841
308,308,2.5628166373303165e-05,0.2748434522188946,0.00017783846963577123,24,0,0.04566188121188841
31,31,1.4530295555049823e-06,0.2614776921582594,4.932641252790837e-06,23,0,0.04566188121188841
80,80,5.829688943218435e-07,0.2679140127388535,0.00015960172239363706,23,0,0.04566188121188841
238,238,6.917657130456065e-07,0.2614776921582594,1.5156979955809631e-06,23,0,0.04566188121188841
48,48,4.831348837967412e-07,0.26146076146076147,5.29085361854899e-06,22,0,0.04566188121188841
94,94,4.3187807994812516e-07,0.26146076146076147,2.1380836623092413e-06,22,0,0.04566188121188841
171,171,6.169412033699879e-06,0.37049270575282134,0.015492407332440639,22,0,0.04566188121188841
204,204,4.483524203113767e-07,0.26146076146076147,2.729575812106239e-06,22,0,0.04566188121188841
92,92,2.6177120551499574e-07,0.2614438329556491,6.842999005760918e-07,21,0,0.04566188121188841
115,115,2.3881877710848615e-07,0.2614438329556491,3.3336831770046665e-06,21,0,0.04566188121188841
231,231,8.288259328870449e-07,0.2614438329556491,2.8865793589644363e-06,21,0,0.04566188121188841
248,248,1.0123818257043236e-06,0.2614438329556491,2.118816268883605e-06,21,0,0.04566188121188841
303,303,1.4552323604270868e-06,0.2614438329556491,1.5247734425165751e-06,21,0,0.04566188121188841
320,320,2.717205927142878e-07,0.2614438329556491,4.218458884271146e-06,21,0,0.04566188121188841
7,7,2.568510124822489e-05,0.2747686445291236,0.0001702984836730339,20,0,0.04566188121188841
88,88,7.788173777900159e-07,0.26142690664249646,4.549846123020853e-06,20,0,0.04566188121188841
148,148,6.646870160904736e-07,0.26142690664249646,2.4037945179865694e-06,20,0,0.04566188121188841
180,180,2.641380407986715e-07,0.26142690664249646,9.112055842871576e-07,20,0,0.04566188121188841
299,299,2.573352695348782e-07,0.26142690664249646,1.53427173311225e-06,20,0,0.04566188121188841
302,302,4.179630412566643e-07,0.26142690664249646,6.997200950900403e-07,20,0,0.04566188121188841
331,331,6.705442364436374e-07,0.26142690664249646,2.0196858362048454e-06,20,0,0.04566188121188841
59,59,5.185075583635661e-07,0.2614099825208778,7.274796871349583e-07,19,0,0.04566188121188841
101,101,2.5443101452882274e-07,0.2614099825208778,7.890545400009306e-07,19,0,0.04566188121188841
134,134,1.0052301487235235e-06,0.2614099825208778,6.323857056647831e-07,19,0,0.04566188121188841
194,194,2.576242819618544e-07,0.2614099825208778,4.3451620726611605e-07,19,0,0.04566188121188841
326,326,2.3618050782163647e-07,0.2614099825208778,1.0625284144635785e-06,19,0,0.04566188121188841
123,123,8.351280919517663e-07,0.2613930605903677,4.922689779281791e-07,18,0,0.04566188121188841
133,133,6.703645332316179e-07,0.2613930605903677,1.8046406979714436e-06,18,0,0.04566188121188841
184,184,4.2008582516178646e-07,0.2613930605903677,1.2725037854772063e-06,18,0,0.04566188121188841
212,212,9.742383989944485e-07,0.2613930605903677,8.259734640887314e-07,18,0,0.04566188121188841
257,257,9.586755598516798e-07,0.2613930605903677,1.6670647168345513e-06,18,0,0.04566188121188841
266,266,2.5387831957621347e-07,0.2613930605903677,1.8266335754532783e-07,18,0,0.04566188121188841
276,276,8.402602455627398e-07,0.2613930605903677,4.638049817097346e-07,18,0,0.04566188121188841
343,343,2.3468318666169817e-07,0.2613930605903677,1.21399066373506e-06,18,0,0.04566188121188841
1,1,6.045346134948108e-07,0.2613761408505405,2.7832744209034606e-06,17,0,0.04566188121188841
3,3,6.635648083921052e-07,0.2613761408505405,1.6850656559280464e-06,17,0,0.04566188121188841
23,23,2.327855955467465e-07,0.2613761408505405,6.860348937590618e-06,17,0,0.04566188121188841
30,30,9.62912044010581e-07,0.2613761408505405,1.3694627409316544e-06,17,0,0.04566188121188841
55,55,9.982470311456912e-07,0.2613761408505405,1.8160988132495756e-07,17,0,0.04566188121188841
116,116,2.3335209685156938e-07,0.2613761408505405,1.155762168033134e-06,17,0,0.04566188121188841
175,175,2.4875822258791426e-07,0.2613761408505405,3.309676536636223e-06,17,0,0.04566188121188841
214,214,2.332640018761148e-07,0.2613761408505405,1.8705660814077714e-06,17,0,0.04566188121188841
254,254,2.5034871529730487e-07,0.2613761408505405,1.336121791007707e-07,17,0,0.04566188121188841
19,19,2.3149092118602842e-07,0.2613592233009709,5.062957964075819e-06,16,0,0.04566188121188841
24,24,2.4875636881516775e-07,0.2613592233009709,1.3673472422981514e-07,16,0,0.04566188121188841
103,103,2.509601726022742e-05,0.2746938775510204,9.4190407877329e-05,16,0,0.04566188121188841
127,127,4.112819163506725e-07,0.2613592233009709,6.370611703673157e-07,16,0,0.04566188121188841
130,130,6.088185760204503e-07,0.2613592233009709,2.527390717096562e-06,16,0,0.04566188121188841
132,132,6.37245813377061e-07,0.2613592233009709,1.983731020051308e-06,16,0,0.04566188121188841
137,137,2.315517663714835e-07,0.2613592233009709,2.113265956887789e-06,16,0,0.04566188121188841
187,187,2.492503554539716e-07,0.2613592233009709,4.0825673136162185e-07,16,0,0.04566188121188841
197,197,4.1573947735938925e-07,0.2613592233009709,5.392921255516175e-07,16,0,0.04566188121188841
281,281,5.703872719208762e-07,0.2613592233009709,5.748404199433516e-07,16,0,0.04566188121188841
284,284,5.657604108605427e-07,0.2613592233009709,6.987344582641576e-07,16,0,0.04566188121188841
330,330,2.521439116361841e-07,0.2613592233009709,2.828636398648703e-07,16,0,0.04566188121188841
345,345,1.41508857102773e-06,0.2613592233009709,8.911469922724906e-07,16,0,0.04566188121188841
14,14,2.3055679294325335e-07,0.2613423079412336,5.582871686568508e-07,15,0,0.04566188121188841
20,20,2.3038875741121886e-07,0.2613423079412336,6.793693332142838e-07,15,0,0.04566188121188841
39,39,4.869308388829613e-07,0.2613423079412336,9.548632622274015e-07,15,0,0.04566188121188841
57,57,4.21144852579559e-07,0.2613423079412336,1.5359027152243021e-06,15,0,0.04566188121188841
66,66,1.2731710213783302e-06,0.2613423079412336,9.542251505382869e-08,15,0,0.04566188121188841
144,144,2.305236184409256e-07,0.2613423079412336,8.436846952494006e-07,15,0,0.04566188121188841
227,227,2.298761112711906e-07,0.2613423079412336,1.5809328699272056e-06,15,0,0.04566188121188841
258,258,4.797410888700042e-07,0.2613423079412336,9.040758002319433e-07,15,0,0.04566188121188841
75,75,9.487325073453163e-07,0.26132539477090344,2.5490958649817383e-07,14,0,0.04566188121188841
85,85,6.218399102825083e-07,0.26132539477090344,5.032627527050142e-07,14,0,0.04566188121188841
105,105,6.40839152362538e-07,0.26132539477090344,4.083494447761187e-07,14,0,0.04566188121188841
111,111,2.2883459016186963e-07,0.26132539477090344,1.5294230468062708e-06,14,0,0.04566188121188841
149,149,2.28960556049616e-07,0.26132539477090344,3.6641108583001195e-07,14,0,0.04566188121188841
159,159,4.3496795749773475e-07,0.26132539477090344,1.151331739012335e-06,14,0,0.04566188121188841
176,176,4.993987532397147e-07,0.26132539477090344,3.2067729765384276e-07,14,0,0.04566188121188841
226,226,2.2910029518520856e-07,0.26132539477090344,3.0672643513523615e-07,14,0,0.04566188121188841
246,246,2.566658063929523e-05,0.2746565093184601,3.8221640264939955e-05,14,0,0.04566188121188841
251,251,5.568719448115e-07,0.26132539477090344,3.939186945855204e-07,14,0,0.04566188121188841
274,274,6.220636707419901e-07,0.26132539477090344,7.208704762316491e-07,14,0,0.04566188121188841
290,290,8.14785573247029e-07,0.26132539477090344,1.4907419318717998e-07,14,0,0.04566188121188841
5,5,1.1833221118435218e-06,0.2613084837895554,2.205964164092193e-06,13,0,0.04566188121188841
17,17,2.2774170298520142e-07,0.2613084837895554,4.1066669000480344e-07,13,0,0.04566188121188841
28,28,2.276328150659143e-07,0.2613084837895554,3.812160659244892e-07,13,0,0.04566188121188841
29,29,2.927663311548733e-07,0.2613084837895554,1.3954817951917517e-06,13,0,0.04566188121188841
84,84,4.4393270134604735e-07,0.2613084837895554,1.3929533620512854e-06,13,0,0.04566188121188841
87,87,2.5353932977449393e-05,0.27463782901448686,4.625863702493762e-05,13,0,0.04566188121188841
99,99,2.2710379624244594e-07,0.2613084837895554,8.161726604908745e-07,13,0,0.04566188121188841
108,108,4.0780175010285773e-07,0.2613084837895554,3.481582493846834e-07,13,0,0.04566188121188841
178,178,6.041528426876911e-07,0.2613084837895554,1.3712597154786128e-06,13,0,0.04566188121188841
196,196,5.601583078615533e-07,0.2613084837895554,9.79246528679504e-07,13,0,0.04566188121188841
310,310,2.2712835369616487e-07,0.2613084837895554,1.208436029947745e-06,13,0,0.04566188121188841
314,314,3.0846344675204546e-07,0.2613084837895554,1.0265340324085558e-06,13,0,0.04566188121188841
45,45,7.728864856656585e-07,0.2612915749967646,3.0243457405507097e-07,12,0,0.04566188121188841
58,58,0.000589812015498517,0.3974018305284913,0.08436020590796486,12,0,0.04566188121188841
65,65,6.051887725449037e-07,0.2612915749967646,6.893923913652614e-07,12,0,0.04566188121188841
79,79,5.042070479439274e-07,0.2612915749967646,2.0870669696912043e-08,12,0,0.04566188121188841
121,121,7.413493831688895e-07,0.2612915749967646,1.0410849313922507e-06,12,0,0.04566188121188841
143,143,2.2557970819250845e-07,0.2612915749967646,1.1515220571420997e-06,12,0,0.04566188121188841
156,156,2.4579904124867865e-05,0.27461915125136016,0.00016527424249422466,12,0,0.04566188121188841
341,341,7.843754004334942e-07,0.2612915749967646,1.4472855318357106e-07,12,0,0.04566188121188841
22,22,1.0365420550578182e-06,0.2612746683921061,6.703002200833232e-07,11,0,0.04566188121188841
36,36,2.356058109794917e-07,0.2612746683921061,2.726417858953052e-08,11,0,0.04566188121188841
50,50,4.46282343059978e-07,0.2612746683921061,5.135467952242277e-07,11,0,0.04566188121188841
140,140,2.249020295067922e-07,0.2612746683921061,9.16271144741008e-08,11,0,0.04566188121188841
150,150,4.4159545758983443e-07,0.2791179926729799,9.524858913463719e-05,11,0,0.04566188121188841
165,165,5.936055623191569e-07,0.2612746683921061,3.3803819101741307e-07,11,0,0.04566188121188841
168,168,7.453441029602216e-07,0.2612746683921061,3.1351705266406723e-07,11,0,0.04566188121188841
177,177,2.242984638524588e-07,0.2612746683921061,3.111037521198216e-07,11,0,0.04566188121188841
222,222,4.3667239419083505e-07,0.2612746683921061,5.93316769541078e-07,11,0,0.04566188121188841
268,268,2.9569539715226403e-07,0.2612746683921061,3.4861290842166826e-08,11,0,0.04566188121188841
298,298,4.5143188481435364e-07,0.2612746683921061,3.593914450438114e-08,11,0,0.04566188121188841
318,318,4.4898313799102054e-07,0.2612746683921061,2.63383594554278e-07,11,0,0.04566188121188841
2,2,2.2334609371911966e-07,0.26125776397515527,7.595021178512074e-08,10,0,0.04566188121188841
4,4,2.2364157028893605e-07,0.26125776397515527,1.8403320547933104e-07,10,0,0.04566188121188841
10,10,7.708567044092624e-07,0.26125776397515527,4.986739552037655e-08,10,0,0.04566188121188841
69,69,6.001155179628284e-07,0.26125776397515527,1.9840927984607338e-07,10,0,0.04566188121188841
73,73,2.526339746355996e-07,0.26125776397515527,6.016664242341218e-07,10,0,0.04566188121188841
135,135,2.330970230012664e-07,0.26125776397515527,0.0,10,0,0.04566188121188841
146,146,2.455092978679452e-05,0.27458180334557325,0.000141354407287742,10,0,0.04566188121188841
181,181,2.2364157028893605e-07,0.26125776397515527,1.8403320547933104e-07,10,0,0.04566188121188841
225,225,2.2296451145789512e-07,0.26125776397515527,1.4547386718842358e-07,10,0,0.04566188121188841
275,275,2.2364157028893605e-07,0.26125776397515527,1.8403320547933104e-07,10,0,0.04566188121188841
278,278,2.229301004528747e-07,0.26125776397515527,2.1791868458346184e-07,10,0,0.04566188121188841
295,295,4.3820121257776096e-07,0.26125776397515527,4.1118719597055974e-07,10,0,0.04566188121188841
309,309,2.330970230012664e-07,0.26125776397515527,0.0,10,0,0.04566188121188841
16,16,2.6165135921174614e-07,0.2612408617454875,1.9979459275532697e-07,9,0,0.04566188121188841
38,38,7.219113580673047e-07,0.2612408617454875,7.344481172858835e-07,9,0,0.04566188121188841
68,68,2.215965528432378e-07,0.2612408617454875,1.4722656438346484e-07,9,0,0.04566188121188841
78,78,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
96,96,4.1041485115144325e-07,0.2612408617454875,7.835986401270893e-07,9,0,0.04566188121188841
100,100,2.690026832037136e-07,0.2612408617454875,5.316514824958451e-07,9,0,0.04566188121188841
139,139,2.3287761152211187e-07,0.2612408617454875,1.2268880365288736e-08,9,0,0.04566188121188841
195,195,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
218,218,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
230,230,2.2139596969006048e-07,0.2612408617454875,1.5233859786900177e-06,9,0,0.04566188121188841
273,273,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
306,306,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
328,328,2.2135803346558037e-07,0.2612408617454875,0.0,9,0,0.04566188121188841
337,337,2.2153976755663311e-07,0.2612408617454875,1.5949544474875358e-07,9,0,0.04566188121188841
344,344,5.810113214189949e-07,0.2612408617454875,4.19677571524257e-07,9,0,0.04566188121188841
679,1193,1.9524656056993053e-06,0.3358004158004158,0.0005376780561990561,9,0,0.04566188121188841
873,1387,2.2318975904571103e-06,0.3156660412757974,1.927396798661771e-06,9,0,0.04566188121188841
8,8,2.1973746334830285e-07,0.2612239617026782,2.7604980821899654e-07,8,0,0.04566188121188841
54,54,2.5381261955004794e-07,0.2612239617026782,3.6120168027808387e-07,8,0,0.04566188121188841
60,60,7.389823247074878e-07,0.2612239617026782,7.546141619678459e-08,8,0,0.04566188121188841
89,89,2.198438094304251e-07,0.2612239617026782,3.312597698627958e-07,8,0,0.04566188121188841
91,91,2.1973746334830285e-07,0.2612239617026782,2.7604980821899654e-07,8,0,0.04566188121188841
93,93,2.201797330620387e-07,0.2612239617026782,9.40614161338803e-08,8,0,0.04566188121188841
106,106,4.032095292632716e-07,0.2612239617026782,3.6387941210384125e-07,8,0,0.04566188121188841
162,162,2.2043825115584638e-07,0.2612239617026782,5.842323983470826e-08,8,0,0.04566188121188841
217,217,4.2446591267883056e-07,0.27906012439530065,3.177245113002008e-05,8,0,0.04566188121188841
221,221,7.365710439170791e-07,0.2612239617026782,4.898257539778154e-08,8,0,0.04566188121188841
243,243,2.2024954261417524e-07,0.2612239617026782,4.675806628104484e-07,8,0,0.04566188121188841
259,259,2.1973746334830285e-07,0.2612239617026782,2.7604980821899654e-07,8,0,0.04566188121188841
260,260,5.549415735227252e-07,0.2612239617026782,8.209925777772379e-07,8,0,0.04566188121188841
319,319,2.198438094304251e-07,0.2612239617026782,3.312597698627958e-07,8,0,0.04566188121188841
333,333,2.2025594436021256e-07,0.2612239617026782,8.943624298029925e-08,8,0,0.04566188121188841
51,51,2.3934747731679905e-07,0.2612070638463031,9.201660273966552e-08,7,0,0.04566188121188841
64,64,2.713065606170404e-07,0.2790408403012922,1.2821395685548784e-05,7,0,0.04566188121188841
83,83,2.3934747731679905e-07,0.2612070638463031,9.201660273966552e-08,7,0,0.04566188121188841
126,126,3.9253767861127476e-07,0.2612070638463031,1.686971050227201e-07,7,0,0.04566188121188841
129,129,5.528361634802619e-07,0.2612070638463031,4.498589467272537e-08,7,0,0.04566188121188841
131,131,2.1871799866693316e-07,0.2612070638463031,0.0,7,0,0.04566188121188841
151,151,2.1904032885314403e-07,0.2612070638463031,3.4080223236913156e-08,7,0,0.04566188121188841
167,167,2.1862563470844002e-07,0.2612070638463031,4.498589467272537e-08,7,0,0.04566188121188841
189,189,2.713065606170404e-07,0.2790408403012922,1.2821395685548784e-05,7,0,0.04566188121188841
208,208,4.359288749756325e-07,0.2612070638463031,1.8607645913792854e-08,7,0,0.04566188121188841
237,237,2.3934747731679905e-07,0.2612070638463031,9.201660273966552e-08,7,0,0.04566188121188841
263,263,2.1878409646215869e-07,0.2612070638463031,2.044813394214789e-08,7,0,0.04566188121188841
296,296,2.1878409646215869e-07,0.2612070638463031,2.044813394214789e-08,7,0,0.04566188121188841
300,300,2.254053993430907e-07,0.2612070638463031,1.0340913450743362e-07,7,0,0.04566188121188841
311,311,2.5454731966135044e-07,0.2612070638463031,2.4748256227040756e-07,7,0,0.04566188121188841
317,317,3.910914135993623e-07,0.2612070638463031,3.958174498801485e-07,7,0,0.04566188121188841
338,338,4.2146742959382925e-07,0.2612070638463031,1.0941089187433616e-07,7,0,0.04566188121188841
347,347,7.019517232535303e-07,0.2612070638463031,7.38492221987572e-08,7,0,0.04566188121188841
6,6,2.1709041695161263e-07,0.26119016817593793,2.4537760730577472e-08,6,0,0.04566188121188841
32,32,2.172656002138456e-07,0.26119016817593793,0.0,6,0,0.04566188121188841
44,44,2.176613170884422e-07,0.26119016817593793,0.0,6,0,0.04566188121188841
63,63,4.123650334848587e-07,0.26119016817593793,0.0,6,0,0.04566188121188841
77,77,2.423162262820322e-07,0.26119016817593793,2.556016742768486e-07,6,0,0.04566188121188841
86,86,2.1745012502533326e-07,0.26119016817593793,0.0,6,0,0.04566188121188841
95,95,2.1707392791581983e-07,0.26119016817593793,6.134440182644368e-08,6,0,0.04566188121188841
102,102,2.174157330625746e-07,0.26119016817593793,0.0,6,0,0.04566188121188841
117,117,3.927631429000689e-07,0.26119016817593793,2.095933729070159e-07,6,0,0.04566188121188841
147,147,2.1709041695161263e-07,0.26119016817593793,2.4537760730577472e-08,6,0,0.04566188121188841
163,163,2.3535402307354674e-07,0.2676121678043608,2.5290532925679884e-05,6,0,0.04566188121188841
219,219,2.1705691016014018e-07,0.26119016817593793,2.453776073057747e-07,6,0,0.04566188121188841
229,229,2.497226678750919e-07,0.26119016817593793,2.810465326785439e-07,6,0,0.04566188121188841
269,269,3.8662997360710555e-06,0.2917840884456969,0.0001018518468952855,6,0,0.04566188121188841
340,340,9.98551123768018e-07,0.26119016817593793,6.665560544778079e-08,6,0,0.04566188121188841
783,1297,2.1611858417120476e-06,0.3153948293368742,9.201660273966552e-08,6,0,0.04566188121188841
27,27,3.850049336881095e-07,0.2611732746911584,3.067220091322184e-08,5,0,0.04566188121188841
46,46,2.1603795141193674e-07,0.2611732746911584,0.0,5,0,0.04566188121188841
110,110,2.1574871103769876e-07,0.2611732746911584,0.0,5,0,0.04566188121188841
152,152,3.711546319119012e-07,0.2611732746911584,1.8403320547933104e-07,5,0,0.04566188121188841
192,192,2.1575775006800953e-07,0.2611732746911584,3.680664109586621e-07,5,0,0.04566188121188841
193,193,2.1573220907409644e-07,0.2611732746911584,1.8403320547933104e-07,5,0,0.04566188121188841
235,235,6.908164050023532e-07,0.2611732746911584,3.9873861187188394e-08,5,0,0.04566188121188841
245,245,2.1585479935571607e-07,0.2611732746911584,1.8403320547933104e-07,5,0,0.04566188121188841
250,250,4.065834721812274e-07,0.2611732746911584,2.1706480646280067e-08,5,0,0.04566188121188841
264,264,2.1574871103769876e-07,0.2611732746911584,0.0,5,0,0.04566188121188841
283,283,2.3644599551643322e-07,0.2611732746911584,1.3399541889148678e-07,5,0,0.04566188121188841
358,3290,4.012969520084341e-06,0.3063732928679818,3.0891288062601997e-07,5,0,0.04566188121188841
972,1486,2.114626756488184e-06,0.31537019681349576,0.0,5,0,0.04566188121188841
49,49,2.1428263481709508e-07,0.26115638339154057,1.8403320547933104e-07,4,0,0.04566188121188841
120,120,2.4215678841668653e-05,0.27446982055464925,4.473603006040935e-05,4,0,0.04566188121188841
124,124,2.2445903442673028e-07,0.26115638339154057,1.6358507153718312e-07,4,0,0.04566188121188841
125,125,2.43671233741304e-05,0.27446982055464925,8.2362839065918e-06,4,0,0.04566188121188841
166,166,2.1717063788057475e-07,0.2677186236159915,4.3671371776444415e-07,4,0,0.04566188121188841
174,174,2.143985756358222e-07,0.26115638339154057,4.089626788429578e-08,4,0,0.04566188121188841
190,190,2.1584895599947877e-07,0.26115638339154057,1.8403320547933104e-07,4,0,0.04566188121188841
201,201,2.1440824921210015e-07,0.26115638339154057,0.0,4,0,0.04566188121188841
202,202,2.2117625094334107e-07,0.26757670134517264,7.655514235000146e-06,4,0,0.04566188121188841
206,206,2.2205513870161373e-07,0.26115638339154057,1.6358507153718312e-07,4,0,0.04566188121188841
220,220,2.1465678033104076e-07,0.26115638339154057,0.0,4,0,0.04566188121188841
262,262,2.1465678033104076e-07,0.26115638339154057,0.0,4,0,0.04566188121188841
270,270,2.3827091310420748e-07,0.26115638339154057,4.089626788429578e-08,4,0,0.04566188121188841
288,288,3.9757083217021723e-07,0.26115638339154057,3.83402511415273e-09,4,0,0.04566188121188841
289,289,2.1463936312060157e-07,0.26115638339154057,1.7526971950412477e-08,4,0,0.04566188121188841
307,307,2.2402437267092587e-07,0.26115638339154057,1.2268880365288735e-07,4,0,0.04566188121188841
327,327,2.1439298874895417e-07,0.26115638339154057,0.0,4,0,0.04566188121188841
354,2838,3.742417046910721e-06,0.30607140150079587,0.0,4,0,0.04566188121188841
355,2885,3.744108696948414e-06,0.30607140150079587,0.0,4,0,0.04566188121188841
356,3003,3.742417046910721e-06,0.30607140150079587,0.0,4,0,0.04566188121188841
61,61,2.1309924189850115e-07,0.2611394942766604,6.134440182644368e-08,3,0,0.04566188121188841
