,source,target
216,11621,40985
217,11621,36560
218,11621,18964
219,11621,11922
220,11621,14122
221,11621,20223
222,11621,14000
223,11621,27544
224,11621,13780
225,11621,28003
226,11621,40231
227,11621,36003
228,11621,12744
229,11621,39448
230,11621,28427
231,11621,30674
232,11621,30248
233,2,4661
234,2,35935
235,4661,3093
236,4661,3295
237,4661,3869
238,4661,12589
239,4661,32358
240,4661,39354
241,4661,27371
242,4661,28416
243,4661,17138
244,4661,20149
245,4661,1428
246,35935,5715
247,35935,8026
248,35935,11544
249,35935,16265
250,35935,26499
251,3,22504
252,3,27665
253,3,13675
254,3,9462
255,3,20943
256,3,5842
257,3,36937
258,3,10824
259,3,13371
260,3,5775
261,3,39603
262,3,35513
263,22504,11661
264,22504,30514
265,27665,2869
266,27665,3687
267,27665,8001
268,27665,11065
269,27665,13675
270,27665,15957
271,27665,26075
272,27665,26405
273,27665,36754
274,27665,40625
275,27665,38711
276,27665,41157
277,13675,14535
278,13675,2869
279,13675,5775
280,13675,6034
281,13675,11709
282,13675,13371
283,13675,40868
284,13675,13863
285,13675,16058
286,13675,35743
287,13675,17394
288,13675,39374
289,13675,41314
290,13675,38711
291,13675,20317
292,9462,117
293,9462,272
294,9462,3022
295,9462,22278
296,9462,27169
297,9462,14682
298,9462,36937
299,20943,26563
300,20943,13867
301,20943,24515
302,5842,5775
303,5842,39374
304,5842,16214
305,5842,34714
306,5842,32301
307,5842,40390
308,5842,11848
309,5842,39524
310,5842,36937
311,5842,953
312,36937,854
313,36937,3988
314,36937,5775
315,36937,7675
316,36937,17166
317,36937,11709
318,36937,20317
319,36937,22852
320,36937,23587
321,36937,36050
322,36937,39374
323,36937,26703
324,36937,40979
325,10824,10522
326,10824,12715
327,10824,13054
328,10824,19022
329,10824,40979
330,10824,35513
331,13371,214
332,13371,36249
333,13371,1591
334,13371,1931
335,13371,2869
336,13371,5775
337,13371,17166
338,13371,11646
339,13371,13054
340,13371,41655
341,13371,13903
342,13371,23632
343,13371,27047
344,13371,39374
345,13371,25964
346,13371,40868
347,13371,39603
348,13371,27067
349,13371,26075
350,13371,20344
351,13371,38711
352,13371,40979
353,13371,41157
354,5775,272
355,5775,36249
356,5775,1734
357,5775,1843
358,5775,1931
359,5775,2126
360,5775,3189
361,5775,21435
362,5775,17394
363,5775,39374
364,5775,26405
365,5775,15957
366,5775,7699
367,5775,40868
368,5775,11957
369,5775,19524
370,5775,21843
371,5775,20754
372,5775,17166
373,5775,35075
374,5775,34195
375,5775,15480
376,5775,37253
377,5775,17292
378,5775,17072
379,5775,19876
380,5775,6299
381,5775,27127
382,5775,13054
383,5775,16777
384,5775,18264
385,5775,38711
386,5775,14327
387,5775,35743
388,5775,41157
389,39603,15591
390,39603,13927
391,39603,22487
392,35513,11709
393,35513,18310
394,35513,35624
395,35513,35059
396,35513,41542
397,35513,39374
398,4,35041
399,4,16026
400,35041,11384
401,35041,22874
402,35041,12707
403,35041,35726
404,35041,27887
405,35041,33430
406,35041,38248
407,35041,19894
408,35041,30684
409,35041,40728
410,35041,36529
411,35041,31340
412,35041,29114
413,16026,1812
414,16026,11384
415,16026,24890
416,16026,19894
417,16026,38352
418,5,17311
419,5,886
420,5,5112
421,5,21465
422,5,31989
423,5,10076
424,5,14587
425,5,11388
426,5,8650
427,17311,10153
428,17311,39360
429,17311,28984
430,17311,31989
431,17311,22212
432,886,23395
433,886,12575
434,886,21465
435,886,12923
436,886,8070
437,886,17141
438,886,31732
439,886,14587
440,5112,33
441,5112,733
442,5112,816
443,5112,1078
444,5112,1096
445,5112,2292
446,5112,2491
447,5112,3799
448,5112,3800
449,5112,5020
450,5112,5717
451,5112,5942
452,5112,6498
453,5112,6544
454,5112,6713
455,5112,7464
456,5112,9342
457,5112,9767
458,5112,10143
459,5112,10298
460,5112,10988
461,5112,12190
462,5112,12742
463,5112,12817
464,5112,12820
465,5112,13031
466,5112,4356
467,5112,14719
468,5112,14949
469,5112,15044
470,5112,16154
471,5112,16071
472,5112,16851
473,5112,16998
474,5112,17047
475,5112,17227
476,5112,17357
477,5112,17773
478,5112,18526
479,5112,18732
480,5112,19195
481,5112,9815
482,5112,19454
483,5112,19664
484,5112,19897
485,5112,23718
486,5112,23840
487,5112,24488
488,5112,24546
489,5112,32956
490,5112,25870
491,5112,26049
492,5112,27623
493,5112,27632
494,5112,27800
495,5112,27917
496,5112,28263
497,5112,28639
498,5112,29163
499,5112,29995
500,5112,30122
501,5112,30710
502,5112,30746
503,5112,30818
504,5112,32755
505,5112,35097
506,5112,40348
507,5112,33735
508,5112,26703
509,5112,38087
510,5112,41592
511,5112,39828
512,5112,19191
513,5112,35987
514,5112,39104
515,5112,33224
516,5112,31300
517,5112,41456
518,5112,38193
519,5112,36187
520,5112,40885
521,21465,136
522,21465,1122
523,21465,1231
524,21465,3378
525,21465,8781
526,21465,12575
527,21465,12923
528,21465,41555
529,21465,3227
530,21465,13913
531,21465,14587
532,21465,15013
533,21465,15556
534,21465,15729
535,21465,16280
536,21465,16566
537,21465,16868
538,21465,17004
539,21465,17141
540,21465,17979
541,21465,19179
542,21465,20413
543,21465,29591
544,21465,8545
545,21465,32525
546,21465,34478
547,21465,35883
548,21465,40785
549,21465,10611
550,21465,38456
551,21465,23689
552,21465,39224
553,21465,39520
554,21465,28009
555,21465,28325
556,21465,30717
557,21465,40921
558,31989,3394
559,31989,10153
560,31989,8620
561,31989,22193
562,31989,27610
563,31989,39360
564,31989,36738
565,10076,22138
566,10076,12179
567,10076,29591
568,10076,9815
569,10076,12575
570,10076,32525
571,10076,30717
572,10076,30846
573,10076,25907
574,10076,36601
575,10076,32007
576,10076,36599
577,10076,33360
578,14587,12179
579,14587,12593
580,14587,40921
581,14587,38456
582,11388,8991
583,8650,4527
584,8650,7838
585,8650,11348
586,8650,14276
587,8650,31134
588,8650,41664
589,8650,29621
590,6,7640
591,7640,1431
592,7640,1440
593,7640,3041
594,7640,4541
595,7640,5173
596,7640,8920
597,7640,429
598,7640,12022
599,7640,24299
600,7640,34946
601,7640,17517
602,7640,18990
603,7640,34364
604,7640,41260
605,7640,35652
606,7640,7654
607,7640,15861
608,7640,39274
609,7640,10285
610,7640,37481
611,7640,38745
612,7640,26627
613,7640,26129
614,7640,33557
615,7640,39984
616,7640,7228
617,7640,28068
618,7640,33099
619,7,34808
620,7,37314
621,7,22280
622,7,14353
623,7,6950
624,7,2759
625,7,27931
626,7,38148
627,7,19949
628,7,39987
629,34808,35254
630,34808,2629
631,34808,35427
632,34808,3241
633,34808,4212
634,34808,5186
635,34808,14353
636,34808,13484
637,34808,8889
638,34808,18995
639,34808,15021
640,34808,16011
641,34808,19988
642,34808,20818
643,34808,22280
644,34808,23483
645,34808,8456
646,34808,27325
647,34808,28112
648,34808,35533
649,34808,33496
650,34808,35691
651,34808,39011
652,34808,41622
653,37314,2365
654,37314,21805
655,37314,18225
656,37314,33161
657,37314,25052
658,37314,28107
659,37314,11081
660,22280,1244
661,22280,2585
662,22280,3105
663,22280,3567
664,22280,3638
665,22280,4089
666,22280,14353
667,22280,6618
668,22280,36232
669,22280,8965
670,22280,1789
671,22280,12356
672,22280,12607
673,22280,13028
674,22280,16011
675,22280,16254
676,22280,19029
677,22280,20844
678,22280,20967
679,22280,32315
680,22280,39421
681,22280,32151
682,22280,35813
683,22280,39216
684,22280,37964
685,22280,25208
686,22280,24456
687,22280,23664
688,22280,31248
689,14353,627
690,14353,4089
691,14353,5365
692,14353,10866
693,14353,16254
694,14353,19029
695,14353,16011
696,14353,27931
697,14353,27571
698,14353,8038
699,14353,30880
700,14353,13028
701,14353,30342
702,14353,41305
703,6950,5301
704,6950,21057
705,6950,15664
706,6950,35823
707,2759,35786
708,2759,6253
709,2759,18932
710,2759,32232
711,2759,25039
712,2759,27069
713,2759,17754
714,2759,39690
715,2759,27931
716,2759,33481
717,2759,24261
718,2759,39413
719,2759,32507
720,27931,5505
721,27931,7841
722,27931,9800
723,27931,10881
724,27931,15430
725,27931,22494
726,27931,16319
727,27931,16624
728,27931,11629
729,27931,24359
730,27931,39216
731,27931,33618
732,27931,34363
733,27931,36669
734,27931,33885
735,38148,14434
736,38148,33161
737,38148,22776
738,38148,30107
739,38148,27181
740,38148,27233
741,38148,16054
742,38148,11081
743,19949,2365
744,19949,4140
745,19949,21805
746,19949,37057
747,19949,15633
748,19949,2687
749,19949,17209
750,19949,33161
751,19949,24149
752,19949,13978
753,19949,33798
754,19949,35060
755,19949,38391
756,39987,1430
757,39987,7029
758,39987,9894
759,39987,19131
760,39987,30421
761,39987,29537
762,39987,6895
763,39987,39334
764,8,22889
765,8,34909
766,22889,6974
767,22889,35770
768,34909,32689
769,34909,8904
770,34909,2354
771,34909,15198
772,34909,13988
773,34909,10078
774,34909,1866
775,9,15747
776,9,15691
777,15747,31138
778,15691,18324
779,15691,15908
780,10,10338
781,10,26732
782,10,24103
783,10,31127
784,10,23917
785,10,20276
786,10,39527
787,10,15609
788,10,36093
789,10,5090
790,10,30778
791,10,8486
792,10,18950
793,10,30882
794,10,1991
795,10,29687
796,10,4360
797,10,10972
798,10,34750
799,10,31807
800,10,12657
801,10,7670
802,10,27741
803,10,32176
804,10,2821
805,10338,23246
806,10338,9375
807,10338,18845
808,26732,19753
809,26732,13451
810,26732,25693
811,26732,18496
812,26732,23590
813,26732,34144
814,24103,1369
815,24103,28010
816,24103,7861
817,24103,12623
818,24103,18190
819,24103,25230
820,24103,40107
821,24103,23608
822,24103,22991
823,24103,37750
824,24103,25088
825,24103,28239
826,24103,22118
827,31127,300
828,31127,369
829,31127,35498
830,31127,1145
831,31127,1672
832,31127,1991
833,31127,2343
834,31127,15070
835,31127,4913
836,31127,5825
837,31127,6210
838,31127,6243
839,31127,28758
840,31127,33103
841,31127,7915
842,31127,8050
843,31127,8971
844,31127,9297
845,31127,10301
846,31127,29458
847,31127,12816
848,31127,37234
849,31127,14336
850,31127,37469
851,31127,15054
852,31127,15189
853,31127,9184
854,31127,15739
855,31127,16339
856,31127,17205
857,31127,17549
858,31127,17631
859,31127,37877
860,31127,17799
861,31127,17894
862,31127,18490
863,31127,18950
864,31127,26551
865,31127,37574
866,31127,20140
867,31127,37730
868,31127,30520
869,31127,33021
870,31127,25252
871,31127,25148
872,31127,41253
873,31127,25239
874,31127,27628
875,31127,41057
876,31127,34451
877,31127,29035
878,31127,26353
879,31127,5190
880,31127,40627
881,31127,2865
882,31127,26092
883,31127,35745
884,31127,28533
885,31127,20276
886,31127,23617
887,31127,27569
888,31127,37140
889,31127,33994
890,31127,38026
891,23917,35405
892,23917,5196
893,23917,6333
894,23917,10133
895,23917,30778
896,23917,17925
897,23917,33698
898,23917,28718
899,23917,20733
900,23917,30181
901,23917,27985
902,23917,34750
903,20276,950
904,20276,1626
905,20276,2182
906,20276,36136
907,20276,9523
908,20276,13945
909,20276,17229
910,20276,17471
911,20276,18950
912,20276,19272
913,20276,39167
914,20276,24931
915,20276,21552
916,20276,29423
917,20276,40051
918,20276,41297
919,20276,23737
920,20276,2113
921,20276,23907
922,20276,25639
923,39527,35405
924,39527,12055
925,39527,12563
926,39527,13451
927,39527,17712
928,15609,13793
929,15609,27629
930,15609,36594
931,15609,40594
932,36093,951
933,36093,5090
934,36093,8899
935,36093,17601
936,36093,11769
937,36093,29516
938,36093,10978
939,36093,25230
940,36093,25088
941,36093,20312
942,36093,4360
943,36093,7882
944,36093,33625
945,36093,31536
946,5090,17712
947,5090,19260
948,5090,21473
949,30778,2593
950,30778,10133
951,30778,33698
952,30778,25088
953,30778,27741
954,30778,38875
955,30778,20037
956,8486,31536
957,8486,34750
958,8486,38466
959,18950,45
960,18950,1991
961,18950,3157
962,18950,3525
963,18950,5106
964,18950,6810
965,18950,8050
966,18950,8671
967,18950,40079
968,18950,12176
969,18950,12711
970,18950,14336
971,18950,15189
972,18950,9184
973,18950,16753
974,18950,17205
975,18950,17768
976,18950,37920
977,18950,18145
978,18950,18490
979,18950,20140
980,18950,37041
981,18950,25654
982,18950,28502
983,18950,23543
984,18950,26353
985,18950,38803
986,18950,28597
987,18950,25947
988,18950,34451
989,18950,24201
990,18950,26504
991,18950,40051
992,18950,38026
993,18950,28448
994,18950,30949
995,1991,684
996,1991,1672
997,1991,35111
998,1991,20140
999,1991,6826
1000,1991,23839
1001,1991,40051
1002,1991,28649
1003,1991,34312
1004,1991,17205
1005,1991,34572
1006,1991,39173
1007,1991,37207
1008,1991,34451
1009,1991,33005
1010,1991,18838
1011,1991,8050
1012,1991,33762
1013,1991,4012
1014,1991,14076
1015,1991,14336
1016,1991,37896
1017,1991,31420
1018,1991,35643
1019,1991,6335
1020,1991,17382
1021,29687,3156
1022,29687,33296
1023,29687,41545
1024,29687,21161
1025,29687,5434
1026,29687,41503
1027,29687,22975
1028,29687,29423
1029,4360,5196
1030,4360,824
1031,10972,11630
1032,34750,9065
1033,34750,19753
1034,34750,12913
1035,34750,27741
1036,34750,20733
1037,34750,34144
1038,31807,27625
1039,31807,15979
1040,31807,35313
1041,12657,21065
1042,12657,13451
1043,12657,18486
1044,12657,41271
1045,12657,33248
1046,12657,40204
1047,12657,20537
1048,7670,2199
1049,7670,5286
1050,7670,14268
1051,7670,25135
1052,7670,29401
1053,7670,17052
1054,27741,960
1055,27741,12055
1056,27741,34734
1057,27741,37134
1058,27741,40807
1059,32176,2821
1060,32176,3344
1061,32176,11524
1062,32176,19260
1063,32176,7598
1064,32176,26147
1065,32176,34354
1066,32176,62
1067,32176,32492
1068,32176,37726
1069,2821,23246
1070,2821,35405
1071,11,4125
1072,11,27819
1073,11,35406
1074,4125,16126
1075,4125,15322
1076,4125,27200
1077,4125,2138
1078,4125,13320
1079,27819,2174
1080,27819,4187
1081,27819,6222
1082,27819,8488
1083,27819,8920
1084,27819,10271
1085,27819,10398
1086,27819,15064
1087,27819,13127
1088,27819,16848
1089,27819,17339
1090,27819,18735
1091,27819,19633
1092,27819,20654
1093,27819,21274
1094,27819,24098
1095,27819,36853
1096,27819,25728
1097,27819,30168
1098,27819,24682
1099,27819,32996
1100,27819,33462
1101,27819,37552
1102,27819,24752
1103,35406,6193
1104,35406,10680
1105,35406,36885
1106,35406,18468
1107,35406,29327
1108,35406,2907
1109,35406,10772
1110,35406,3357
1111,35406,24858
1112,35406,6799
1113,35406,41123
1114,35406,13198
1115,35406,10501
1116,35406,11078
1117,35406,24910
1118,35406,2338
1119,35406,9778
1120,35406,5633
1121,35406,39340
1122,35406,4060
1123,35406,39147
1124,35406,18475
1125,35406,25944
1126,35406,14921
1127,35406,38827
1128,12,21484
1129,12,3308
1130,12,29938
1131,21484,3308
1132,21484,29938
1133,21484,33856
1134,21484,36343
1135,3308,21455
1136,3308,33856
1137,14,20407
1138,14,20243
1139,14,3099
1140,14,12199
1141,14,35966
1142,14,35945
1143,20407,35508
1144,20407,5189
1145,20407,16641
1146,20407,25472
1147,20407,34953
1148,20407,7054
1149,20407,26675
1150,20407,37845
1151,20407,32019
1152,20243,8974
1153,20243,16153
1154,20243,16911
1155,20243,23791
1156,20243,22200
1157,3099,23223
1158,3099,7216
1159,3099,35966
1160,12199,9767
1161,35966,21843
1162,35966,39825
1163,35945,2817
1164,35945,2970
1165,35945,4129
1166,35945,5189
1167,35945,34953
1168,35945,16958
1169,35945,12643
1170,35945,37749
1171,35945,23385
1172,35945,7233
1173,35945,25507
1174,35945,2999
1175,35945,37845
1176,35945,20215
1177,35945,8617
1178,35945,22293
1179,35945,9577
1180,15,8827
1181,15,34585
1182,8827,180
1183,8827,34585
1184,8827,6079
1185,34585,22155
1186,20233,20136
1187,20233,24550
1188,20233,40536
1189,20233,40237
1190,20233,4369
1191,20136,246
1192,20136,5503
1193,20136,5533
1194,20136,8142
1195,20136,8402
1196,20136,9215
1197,20136,11145
1198,20136,26331
1199,20136,34406
1200,20136,21740
1201,20136,20888
1202,20136,40536
1203,20136,31073
1204,20136,3561
1205,20136,35098
1206,20136,24037
1207,20136,32543
1208,20136,30318
1209,20136,36586
1210,24550,338
1211,24550,3503
1212,24550,4363
1213,24550,4736
1214,24550,40840
1215,24550,6905
1216,24550,8849
1217,24550,8985
1218,24550,10645
1219,24550,15740
1220,24550,18622
1221,24550,20336
1222,24550,22170
1223,24550,27135
1224,24550,32136
1225,24550,38996
1226,24550,34096
1227,24550,36976
1228,24550,26107
1229,24550,29192
1230,24550,27479
1231,24550,37704
1232,40536,6791
1233,40536,19017
1234,40536,22267
1235,40536,23576
1236,40237,8003
1237,40237,8961
1238,40237,9215
1239,40237,11145
1240,40237,12722
1241,40237,3561
1242,40237,25415
1243,40237,30318
1244,40237,36870
1245,40237,37183
1246,4369,5691
1247,4369,11476
1248,4369,8976
1249,4369,39186
1250,4369,39974
1251,4369,17189
1252,4369,6489
1253,4369,17455
1254,4369,40416
1255,17,8427
1256,17,31735
1257,8427,2445
1258,8427,4466
1259,8427,34553
1260,8427,9815
1261,8427,10378
1262,8427,10683
1263,8427,29048
1264,8427,12978
1265,31735,4441
1266,31735,4701
1267,31735,14198
1268,31735,7724
1269,31735,7756
1270,31735,24570
1271,31735,40079
1272,31735,27290
1273,31735,12242
1274,31735,31558
1275,31735,26776
1276,31735,15837
1277,31735,36976
1278,31735,15853
1279,31735,7937
1280,31735,25498
1281,31735,19015
1282,31735,18511
1283,31735,8985
1284,31735,19061
1285,18,5895
1286,18,32159
1287,32159,129
1288,32159,34180
1289,19,2905
1290,19,37870
1291,19,17348
1292,19,25135
1293,19,24389
1294,19,10381
1295,19,23171
1296,19,29867
1297,19,18791
1298,2905,19476
1299,2905,35878
1300,37870,13914
1301,17348,32745
1302,17348,8062
1303,17348,23035
1304,17348,37770
1305,17348,41313
1306,17348,22869
1307,17348,18791
1308,25135,85
1309,25135,14268
1310,25135,15031
1311,25135,24871
1312,25135,26209
1313,25135,37656
1314,24389,10682
1315,24389,14199
1316,24389,31666
1317,24389,24628
1318,24389,38843
1319,10381,18108
1320,23171,6265
1321,23171,12267
1322,23171,21830
1323,23171,24716
1324,29867,29513
1325,29867,33647
1326,18791,1116
1327,18791,4733
1328,18791,7094
1329,18791,11285
1330,18791,12217
1331,18791,14934
1332,18791,17767
1333,18791,40793
1334,18791,41313
1335,18791,29832
1336,18791,33379
1337,18791,37578
1338,20,29250
1339,20,38920
1340,20,27913
1341,20,381
1342,20,23539
1343,29250,12427
1344,29250,18987
1345,29250,6968
1346,38920,1573
1347,38920,6720
1348,38920,10845
1349,38920,22926
1350,38920,15929
1351,38920,25064
1352,38920,27913
1353,38920,29351
1354,38920,37504
1355,38920,40025
1356,27913,156
1357,27913,289
1358,27913,381
1359,27913,1740
1360,27913,3677
1361,27913,21525
1362,27913,7956
1363,27913,9908
1364,27913,10089
1365,27913,10184
1366,27913,11904
1367,27913,13267
1368,27913,15308
1369,27913,22926
1370,27913,16345
1371,27913,17123
1372,27913,17276
1373,27913,17437
1374,27913,18934
1375,27913,18987
1376,27913,19319
1377,27913,19926
1378,27913,20249
1379,27913,20587
1380,27913,20901
1381,27913,14080
1382,27913,23725
1383,27913,25064
1384,27913,25229
1385,27913,35205
1386,27913,40119
1387,27913,32758
1388,27913,36770
1389,27913,34650
1390,27913,28698
1391,27913,36933
1392,27913,41165
1393,27913,7076
1394,27913,28427
1395,27913,36053
1396,27913,9516
1397,27913,37346
1398,27913,33788
1399,27913,39594
1400,27913,36701
1401,27913,41619
1402,27913,31846
1403,27913,40126
1404,27913,38082
1405,27913,28016
1406,27913,30287
1407,27913,34905
1408,27913,39863
1409,27913,33969
1410,27913,28956
1411,381,40905
1412,381,23539
1413,381,25064
1414,381,35192
1415,381,38082
1416,381,17073
1417,381,40126
1418,381,35173
1419,381,40119
1420,381,19564
1421,381,8367
1422,381,22926
1423,381,19121
1424,23539,21525
1425,23539,10089
1426,23539,35173
1427,23539,15942
1428,23539,17073
1429,23539,29301
1430,23539,38323
1431,23539,36933
1432,23539,33788
1433,23539,28016
1434,23539,26272
1435,23539,28554
1436,23539,41013
1437,23539,20587
1438,23539,23902
1439,23539,26837
1440,23539,32862
1441,23539,37172
1442,21,32493
1443,21,41437
1444,21,19870
1445,21,25676
1446,32493,4138
1447,32493,4641
1448,32493,4870
1449,32493,36242
1450,32493,10981
1451,32493,27374
1452,41437,4826
1453,41437,11337
1454,19870,8241
1455,19870,9504
1456,19870,12467
1457,19870,34503
1458,25676,922
1459,25676,20454
1460,25676,10101
1461,25676,10995
1462,25676,12491
1463,25676,15010
1464,25676,18964
1465,25676,22723
1466,25676,28617
1467,25676,40387
1468,22,9288
1469,9288,6168
1470,9288,26604
1471,9288,34213
1472,9288,27188
1473,9288,12553
1474,23,32930
1475,23,8912
1476,23,32676
1477,23,13698
1478,23,40369
1479,23,39355
1480,23,35166
1481,23,30592
1482,32930,35182
1483,32930,13828
1484,32930,14527
1485,32930,18774
1486,32930,19898
1487,32930,23610
1488,32930,27442
1489,32930,29933
1490,32930,29968
1491,32930,32336
1492,32930,39417
1493,32930,39596
1494,32930,33485
1495,8912,2513
1496,8912,5040
1497,8912,6321
1498,8912,8158
1499,8912,39355
1500,8912,9455
1501,32676,7372
1502,32676,12698
1503,32676,18275
1504,32676,22672
1505,32676,23816
1506,32676,31583
1507,32676,40369
1508,32676,35340
1509,13698,19570
1510,13698,31986
1511,13698,20563
1512,13698,20088
1513,39355,4523
1514,39355,40777
1515,39355,30592
1516,39355,23591
1517,39355,38564
1518,39355,38609
1519,35166,8682
1520,35166,14818
1521,35166,41101
1522,30592,9201
1523,30592,19959
1524,24,37877
1525,24,29120
1526,24,32242
1527,24,655
1528,24,10225
1529,24,2184
1530,24,22610
1531,24,31584
1532,24,33623
1533,24,7887
1534,24,12825
1535,24,28455
1536,37877,782
1537,37877,2152
1538,37877,2184
1539,37877,2660
1540,37877,3598
1541,37877,4706
1542,37877,14131
1543,37877,5715
1544,37877,5970
1545,37877,5974
1546,37877,6188
1547,37877,6241
1548,37877,6897
1549,37877,7887
1550,37877,8947
1551,37877,19443
1552,37877,10716
1553,37877,10805
1554,37877,13225
1555,37877,22766
1556,37877,16042
1557,37877,16335
1558,37877,17201
1559,37877,40033
1560,37877,28960
1561,37877,3223
1562,37877,19235
1563,37877,21177
1564,37877,31350
1565,37877,28455
1566,37877,41011
1567,37877,38415
1568,37877,33623
1569,37877,16923
1570,37877,21145
1571,37877,31584
1572,37877,34972
1573,37877,35820
1574,37877,22610
1575,37877,24649
1576,37877,39657
1577,37877,29120
1578,37877,21925
1579,37877,22918
1580,37877,36627
1581,37877,8242
1582,29120,5974
1583,29120,6820
1584,29120,11058
1585,29120,22766
1586,29120,16274
1587,29120,21177
1588,29120,22415
1589,29120,28960
1590,29120,32442
1591,29120,31056
1592,29120,35519
1593,29120,17484
1594,32242,35135
1595,32242,1309
1596,32242,2152
1597,32242,4017
1598,32242,9296
1599,32242,12589
1600,32242,14392
1601,32242,17201
1602,32242,19222
1603,32242,16923
1604,32242,22675
1605,32242,26953
1606,32242,26788
1607,32242,7095
1608,32242,32573
1609,32242,28455
1610,655,13723
1611,655,8857
1612,655,9980
1613,655,22675
1614,655,992
1615,655,4609
1616,655,10370
1617,655,37963
1618,655,20871
1619,655,16923
1620,655,24992
1621,10225,2225
1622,10225,3258
1623,10225,4742
1624,10225,7166
1625,10225,18061
1626,10225,34403
1627,10225,10727
1628,10225,4356
1629,10225,13061
1630,10225,24856
1631,10225,21508
1632,10225,12443
1633,10225,20259
1634,10225,8070
1635,10225,10768
1636,10225,15722
1637,10225,37193
1638,10225,29570
1639,2184,2121
1640,2184,23979
1641,2184,37489
1642,2184,3632
1643,2184,9342
1644,2184,4768
1645,2184,23209
1646,2184,16335
1647,2184,33623
1648,2184,31584
1649,2184,27678
1650,2184,28750
1651,2184,24398
1652,2184,24649
1653,2184,12589
1654,22610,3081
1655,22610,8819
1656,22610,11389
1657,22610,25571
1658,22610,38786
1659,22610,28865
1660,22610,33182
1661,22610,22918
1662,31584,9293
1663,31584,14392
1664,31584,9512
1665,31584,24649
1666,31584,35607
1667,31584,2341
1668,31584,39188
1669,31584,41381
1670,31584,33623
1671,31584,37489
1672,31584,33182
1673,33623,30202
1674,33623,2889
1675,33623,3757
1676,33623,14131
1677,33623,5974
1678,33623,21281
1679,33623,8819
1680,33623,11827
1681,33623,13421
1682,33623,14425
1683,33623,17415
1684,33623,23209
1685,33623,17702
1686,33623,23979
1687,33623,24804
